"","ID_ENTIDAD","ID_MUNICIPIO","ID_HORA","ID_MINUTO","ID_DIA","DIASEMANA","TIPACCID","AUTOMOVIL","CAMPASAJ","PASCAMION","CAMIONETA","CAMION","TRACTOR","MOTOCICLET","CAUSAACCI","SEXO","ALIENTO","CINTURON","ID_EDAD","CLASACC","REGION","OTROSV"
"241","01","001","22","30","20",1,7,1,0,0,0,0,0,0,2,2,4,3,33,0,0,0
"242","01","001","22","42","20",1,12,1,0,0,0,0,0,0,2,2,3,3,20,0,1,0
"243","01","001","23","04","20",1,12,1,0,0,0,0,0,0,2,2,3,3,49,0,1,0
"244","01","001","01","00","21",3,7,1,0,0,0,0,0,0,2,4,3,3,0,0,0,0
"245","01","001","06","15","21",3,7,0,0,0,0,0,1,0,2,2,2,3,42,0,0,0
"246","01","001","08","15","21",3,4,0,0,1,0,0,0,0,2,2,2,3,28,0,0,1
"247","01","001","08","40","21",3,9,2,1,0,0,0,0,0,2,2,2,3,43,0,0,0
"248","01","001","12","10","21",3,9,1,1,0,0,0,0,0,2,2,2,3,34,0,0,0
"249","01","001","16","10","21",3,7,1,0,0,0,0,0,0,2,2,2,3,35,0,0,0
"250","01","001","17","48","21",3,9,2,0,0,0,0,0,0,2,2,2,3,38,0,0,0
"251","01","001","18","00","21",3,7,1,0,0,0,0,0,0,2,2,2,2,46,0,0,0
"252","01","001","19","05","21",3,8,1,0,0,0,0,0,0,6,2,2,3,23,0,0,0
"253","01","001","23","55","21",3,7,0,1,0,0,0,0,0,2,2,4,3,39,0,0,0
"254","01","001","14","30","22",4,9,2,0,0,0,0,0,0,2,2,4,3,32,0,0,0
"255","01","001","18","40","22",4,9,2,0,0,0,0,0,0,2,2,2,3,27,0,0,0
"256","01","001","21","55","22",4,7,1,0,0,0,0,0,0,2,2,2,3,51,0,0,0
"257","01","001","01","25","23",5,12,1,0,0,0,0,0,0,2,2,3,3,41,0,1,0
"258","01","001","06","28","23",5,7,1,0,0,0,0,0,0,2,3,4,3,37,0,0,0
"259","01","001","11","00","23",5,6,1,0,0,0,0,0,1,2,2,2,3,51,0,0,0
"260","01","001","14","30","23",5,6,1,0,0,0,0,0,1,2,2,2,3,26,0,0,0
"261","01","001","17","30","23",5,9,2,0,0,0,0,0,0,2,2,2,3,22,0,0,0
"262","01","001","17","30","23",5,9,1,1,0,0,0,0,0,2,2,2,3,54,0,0,0
"263","01","001","18","00","23",5,9,2,1,0,0,0,0,0,2,2,2,3,48,0,0,0
"264","01","001","20","30","23",5,6,1,0,0,0,0,0,1,2,4,3,3,0,0,0,0
"265","01","001","01","35","24",2,9,2,0,0,0,0,0,0,2,2,2,3,34,0,0,0
"266","01","001","02","40","24",2,7,0,0,0,1,0,0,0,2,4,3,3,0,0,0,0
"267","01","001","08","10","24",2,7,0,0,0,0,1,0,0,2,2,2,3,30,0,0,0
"268","01","001","10","30","24",2,9,1,0,1,0,0,0,0,2,2,2,3,30,0,0,0
"269","01","001","15","45","24",2,9,1,1,0,1,0,0,0,2,2,2,3,55,0,0,0
"270","01","001","17","10","24",2,9,1,0,0,1,0,0,0,2,2,2,3,37,0,0,0
"271","01","001","19","30","24",2,9,0,1,0,1,0,0,0,2,4,3,3,0,0,0,0
"272","01","001","20","45","24",2,6,1,0,0,0,0,0,2,2,2,2,3,19,0,0,0
"273","01","001","21","15","24",2,9,3,0,0,0,0,0,0,2,2,2,3,21,0,0,0
"274","01","001","22","33","24",2,7,1,0,0,0,0,0,0,2,2,2,3,23,0,0,0
"275","01","001","01","00","25",7,9,2,0,0,0,0,0,0,2,2,4,3,27,0,0,0
"276","01","001","01","10","25",7,9,2,0,0,0,0,0,0,2,2,4,3,37,0,0,0
